"Blad","MinX","MinY","MaxX","MaxY","Width","Height",,"ResX","ResY"
"600-16C.tif",180000,525000,190000,537500,8000,10000,,1.666666,1.666666
"600-16D.tif",190000,525000,200000,537500,8000,10000,,1.666666,1.666666
"600-16E.tif",200000,537500,210000,550000,8000,10000,,1.666666,1.666666
"600-16F.tif",210000,537500,220000,550000,8000,10000,,1.666666,1.666666
"600-16G.tif",200000,525000,210000,537500,8000,10000,,1.666666,1.666666
"600-16H.tif",210000,525000,220000,537500,8000,10000,,1.666666,1.666666
"600-17A.tif",220000,537500,230000,550000,8000,10000,,1.666666,1.666666
"600-17B.tif",230000,537500,240000,550000,8000,10000,,1.666666,1.666666
"600-17C.tif",220000,525000,230000,537500,8000,10000,,1.666666,1.666666
"600-17D.tif",230000,525000,240000,537500,8000,10000,,1.666666,1.666666
"600-17E.tif",240000,537500,250000,550000,8000,10000,,1.666666,1.666666
"600-17F.tif",250000,537500,260000,550000,8000,10000,,1.666666,1.666666
"600-17G.tif",240000,525000,250000,537500,8000,10000,,1.666666,1.666666
"600-17H.tif",250000,525000,260000,537500,8000,10000,,1.666666,1.666666
"600-18A.tif",260000,537500,270000,550000,8000,10000,,1.666666,1.666666
"600-18B.tif",270000,537500,280000,550000,8000,10000,,1.666666,1.666666
"600-18C.tif",260000,525000,270000,537500,8000,10000,,1.666666,1.666666
"600-18D.tif",270000,525000,280000,537500,8000,10000,,1.666666,1.666666
"600-72E.tif",80000,512500,90000,525000,8000,10000,,1.666666,1.666666
"600-72F.tif",90000,512500,100000,525000,8000,10000,,1.666666,1.666666
"600-72G.tif",80000,500000,90000,512500,8000,10000,,1.666666,1.666666
"600-72H.tif",90000,500000,100000,512500,8000,10000,,1.666666,1.666666
"600-19A.tif",100000,512500,110000,525000,8000,10000,,1.666666,1.666666
"600-19B.tif",110000,512500,120000,525000,8000,10000,,1.666666,1.666666
"600-19C.tif",100000,500000,110000,512500,8000,10000,,1.666666,1.666666
"600-19D.tif",110000,500000,120000,512500,8000,10000,,1.666666,1.666666
"600-19E.tif",120000,512500,130000,525000,8000,10000,,1.666666,1.666666
"600-19F.tif",130000,512500,140000,525000,8000,10000,,1.666666,1.666666
"600-19G.tif",120000,500000,130000,512500,8000,10000,,1.666666,1.666666
"600-19H.tif",130000,500000,140000,512500,8000,10000,,1.666666,1.666666
"600-20A.tif",140000,512500,150000,525000,8000,10000,,1.666666,1.666666
"600-20B.tif",150000,512500,160000,525000,8000,10000,,1.666666,1.666666
"600-20C.tif",140000,500000,150000,512500,8000,10000,,1.666666,1.666666
"600-20D.tif",150000,500000,160000,512500,8000,10000,,1.666666,1.666666
"600-20E.tif",160000,512500,170000,525000,8000,10000,,1.666666,1.666666
"600-20F.tif",170000,512500,180000,525000,8000,10000,,1.666666,1.666666
"600-20G.tif",160000,500000,170000,512500,8000,10000,,1.666666,1.666666
"600-20H.tif",170000,500000,180000,512500,8000,10000,,1.666666,1.666666
"600-21A.tif",180000,512500,190000,525000,8000,10000,,1.666666,1.666666
"600-21B.tif",190000,512500,200000,525000,8000,10000,,1.666666,1.666666
"600-21C.tif",180000,500000,190000,512500,8000,10000,,1.666666,1.666666
"600-21D.tif",190000,500000,200000,512500,8000,10000,,1.666666,1.666666
"600-21E.tif",200000,512500,210000,525000,8000,10000,,1.666666,1.666666
"600-21F.tif",210000,512500,220000,525000,8000,10000,,1.666666,1.666666
"600-21G.tif",200000,500000,210000,512500,8000,10000,,1.666666,1.666666
"600-21H.tif",210000,500000,220000,512500,8000,10000,,1.666666,1.666666
"600-22A.tif",220000,512500,230000,525000,8000,10000,,1.666666,1.666666
"600-22B.tif",230000,512500,240000,525000,8000,10000,,1.666666,1.666666
"600-22C.tif",220000,500000,230000,512500,8000,10000,,1.666666,1.666666
"600-22D.tif",230000,500000,240000,512500,8000,10000,,1.666666,1.666666
"600-22E.tif",240000,512500,250000,525000,8000,10000,,1.666666,1.666666
"600-22F.tif",250000,512500,260000,525000,8000,10000,,1.666666,1.666666
"600-22G.tif",240000,500000,250000,512500,8000,10000,,1.666666,1.666666
"600-22H.tif",250000,500000,260000,512500,8000,10000,,1.666666,1.666666
"600-23A.tif",260000,512500,270000,525000,8000,10000,,1.666666,1.666666
"600-23B.tif",270000,512500,280000,525000,8000,10000,,1.666666,1.666666
"600-23C.tif",260000,500000,270000,512500,8000,10000,,1.666666,1.666666
"600-23D.tif",270000,500000,280000,512500,8000,10000,,1.666666,1.666666
"600-24E.tif",80000,487500,90000,500000,8000,10000,,1.666666,1.666666
"600-24F.tif",90000,487500,100000,500000,8000,10000,,1.666666,1.666666
"600-24G.tif",80000,475000,90000,487500,8000,10000,,1.666666,1.666666
"600-24H.tif",90000,475000,100000,487500,8000,10000,,1.666666,1.666666
"600-25A.tif",100000,487500,110000,500000,8000,10000,,1.666666,1.666666
"600-25B.tif",110000,487500,120000,500000,8000,10000,,1.666666,1.666666
"600-25C.tif",100000,475000,110000,487500,8000,10000,,1.666666,1.666666
"600-25D.tif",110000,475000,120000,487500,8000,10000,,1.666666,1.666666
"600-25E.tif",120000,487500,130000,500000,8000,10000,,1.666666,1.666666
"600-25F.tif",130000,487500,140000,500000,8000,10000,,1.666666,1.666666
"600-25G.tif",120000,475000,130000,487500,8000,10000,,1.666666,1.666666
"600-25H.tif",130000,475000,140000,487500,8000,10000,,1.666666,1.666666
"600-26A.tif",140000,487500,150000,500000,8000,10000,,1.666666,1.666666
"600-26B.tif",150000,487500,160000,500000,8000,10000,,1.666666,1.666666
"600-26C.tif",140000,475000,150000,487500,8000,10000,,1.666666,1.666666
"600-26D.tif",150000,475000,160000,487500,8000,10000,,1.666666,1.666666
"600-26E.tif",160000,487500,170000,500000,8000,10000,,1.666666,1.666666
"600-26F.tif",170000,487500,180000,500000,8000,10000,,1.666666,1.666666
"600-26G.tif",160000,475000,170000,487500,8000,10000,,1.666666,1.666666
"600-26H.tif",170000,475000,180000,487500,8000,10000,,1.666666,1.666666
"600-27A.tif",180000,487500,190000,500000,8000,10000,,1.666666,1.666666
"600-27B.tif",190000,487500,200000,500000,8000,10000,,1.666666,1.666666
"600-27C.tif",180000,475000,190000,487500,8000,10000,,1.666666,1.666666
"600-27D.tif",190000,475000,200000,487500,8000,10000,,1.666666,1.666666
"600-27E.tif",200000,487500,210000,500000,8000,10000,,1.666666,1.666666
"600-27F.tif",210000,487500,220000,500000,8000,10000,,1.666666,1.666666
"600-27G.tif",200000,475000,210000,487500,8000,10000,,1.666666,1.666666
"600-27H.tif",210000,475000,220000,487500,8000,10000,,1.666666,1.666666
"600-28A.tif",220000,487500,230000,500000,8000,10000,,1.666666,1.666666
"600-28B.tif",230000,487500,240000,500000,8000,10000,,1.666666,1.666666
"600-28C.tif",220000,475000,230000,487500,8000,10000,,1.666666,1.666666
"600-28D.tif",230000,475000,240000,487500,8000,10000,,1.666666,1.666666
"600-28E.tif",240000,487500,250000,500000,8000,10000,,1.666666,1.666666
"600-28F.tif",250000,487500,260000,500000,8000,10000,,1.666666,1.666666
"600-28G.tif",240000,475000,250000,487500,8000,10000,,1.666666,1.666666
"600-28H.tif",250000,475000,260000,487500,8000,10000,,1.666666,1.666666
"600-29A.tif",260000,487500,270000,500000,8000,10000,,1.666666,1.666666
"600-29B.tif",270000,487500,280000,500000,8000,10000,,1.666666,1.666666
"600-29C.tif",260000,475000,270000,487500,8000,10000,,1.666666,1.666666
"600-29D.tif",270000,475000,280000,487500,8000,10000,,1.666666,1.666666
"600-30A.tif",60000,462500,70000,475000,8000,10000,,1.666666,1.666666
"600-30B.tif",70000,462500,80000,475000,8000,10000,,1.666666,1.666666
"600-30C.tif",60000,450000,70000,462500,8000,10000,,1.666666,1.666666
"600-30D.tif",70000,450000,80000,462500,8000,10000,,1.666666,1.666666
"600-30E.tif",80000,462500,90000,475000,8000,10000,,1.666666,1.666666
"600-30F.tif",90000,462500,100000,475000,8000,10000,,1.666666,1.666666
"600-30G.tif",80000,450000,90000,462500,8000,10000,,1.666666,1.666666
"600-30H.tif",90000,450000,100000,462500,8000,10000,,1.666666,1.666666
"600-31A.tif",100000,462500,110000,475000,8000,10000,,1.666666,1.666666
"600-31B.tif",110000,462500,120000,475000,8000,10000,,1.666666,1.666666
"600-31C.tif",100000,450000,110000,462500,8000,10000,,1.666666,1.666666
"600-31D.tif",110000,450000,120000,462500,8000,10000,,1.666666,1.666666
"600-31E.tif",120000,462500,130000,475000,8000,10000,,1.666666,1.666666
"600-31F.tif",130000,462500,140000,475000,8000,10000,,1.666666,1.666666
"600-31G.tif",120000,450000,130000,462500,8000,10000,,1.666666,1.666666
"600-31H.tif",130000,450000,140000,462500,8000,10000,,1.666666,1.666666
"600-32A.tif",140000,462500,150000,475000,8000,10000,,1.666666,1.666666
"600-32B.tif",150000,462500,160000,475000,8000,10000,,1.666666,1.666666
"600-32C.tif",140000,450000,150000,462500,8000,10000,,1.666666,1.666666
"600-32D.tif",150000,450000,160000,462500,8000,10000,,1.666666,1.666666
"600-32E.tif",160000,462500,170000,475000,8000,10000,,1.666666,1.666666
"600-32F.tif",170000,462500,180000,475000,8000,10000,,1.666666,1.666666
"600-32G.tif",160000,450000,170000,462500,8000,10000,,1.666666,1.666666
"600-32H.tif",170000,450000,180000,462500,8000,10000,,1.666666,1.666666
"600-33A.tif",180000,462500,190000,475000,8000,10000,,1.666666,1.666666
"600-33B.tif",190000,462500,200000,475000,8000,10000,,1.666666,1.666666
"600-33C.tif",180000,450000,190000,462500,8000,10000,,1.666666,1.666666
"600-33D.tif",190000,450000,200000,462500,8000,10000,,1.666666,1.666666
"600-33E.tif",200000,462500,210000,475000,8000,10000,,1.666666,1.666666
"600-33F.tif",210000,462500,220000,475000,8000,10000,,1.666666,1.666666
"600-33G.tif",200000,450000,210000,462500,8000,10000,,1.666666,1.666666
"600-33H.tif",210000,450000,220000,462500,8000,10000,,1.666666,1.666666
"600-34A.tif",220000,462500,230000,475000,8000,10000,,1.666666,1.666666
"600-34B.tif",230000,462500,240000,475000,8000,10000,,1.666666,1.666666
"600-34C.tif",220000,450000,230000,462500,8000,10000,,1.666666,1.666666
"600-34D.tif",230000,450000,240000,462500,8000,10000,,1.666666,1.666666
"600-34E.tif",240000,462500,250000,475000,8000,10000,,1.666666,1.666666
"600-34F.tif",250000,462500,260000,475000,8000,10000,,1.666666,1.666666
"600-34G.tif",240000,450000,250000,462500,8000,10000,,1.666666,1.666666
"600-34H.tif",250000,450000,260000,462500,8000,10000,,1.666666,1.666666
"600-35A.tif",260000,462500,270000,475000,8000,10000,,1.666666,1.666666
"600-35B.tif",270000,462500,280000,475000,8000,10000,,1.666666,1.666666
"600-35C.tif",260000,450000,270000,462500,8000,10000,,1.666666,1.666666
"600-35D.tif",270000,450000,280000,462500,8000,10000,,1.666666,1.666666
"600-37A.tif",60000,437500,70000,450000,8000,10000,,1.666666,1.666666
"600-37B.tif",70000,437500,80000,450000,8000,10000,,1.666666,1.666666
"600-37C.tif",60000,425000,70000,437500,8000,10000,,1.666666,1.666666
"600-37D.tif",70000,425000,80000,437500,8000,10000,,1.666666,1.666666
"600-37E.tif",80000,437500,90000,450000,8000,10000,,1.666666,1.666666
"600-37F.tif",90000,437500,100000,450000,8000,10000,,1.666666,1.666666
"600-37G.tif",80000,425000,90000,437500,8000,10000,,1.666666,1.666666
"600-37H.tif",90000,425000,100000,437500,8000,10000,,1.666666,1.666666
"600-38A.tif",100000,437500,110000,450000,8000,10000,,1.666666,1.666666
"600-38B.tif",110000,437500,120000,450000,8000,10000,,1.666666,1.666666
"600-38C.tif",100000,425000,110000,437500,8000,10000,,1.666666,1.666666
"600-38D.tif",110000,425000,120000,437500,8000,10000,,1.666666,1.666666
"600-38E.tif",120000,437500,130000,450000,8000,10000,,1.666666,1.666666
"600-38F.tif",130000,437500,140000,450000,8000,10000,,1.666666,1.666666
"600-38G.tif",120000,425000,130000,437500,8000,10000,,1.666666,1.666666
"600-38H.tif",130000,425000,140000,437500,8000,10000,,1.666666,1.666666
"600-39A.tif",140000,437500,150000,450000,8000,10000,,1.666666,1.666666
"600-39B.tif",150000,437500,160000,450000,8000,10000,,1.666666,1.666666
"600-39C.tif",140000,425000,150000,437500,8000,10000,,1.666666,1.666666
"600-39D.tif",150000,425000,160000,437500,8000,10000,,1.666666,1.666666
"600-39E.tif",160000,437500,170000,450000,8000,10000,,1.666666,1.666666
"600-39F.tif",170000,437500,180000,450000,8000,10000,,1.666666,1.666666
"600-39G.tif",160000,425000,170000,437500,8000,10000,,1.666666,1.666666
"600-39H.tif",170000,425000,180000,437500,8000,10000,,1.666666,1.666666
"600-40A.tif",180000,437500,190000,450000,8000,10000,,1.666666,1.666666
"600-40B.tif",190000,437500,200000,450000,8000,10000,,1.666666,1.666666
"600-40C.tif",180000,425000,190000,437500,8000,10000,,1.666666,1.666666
"600-40D.tif",190000,425000,200000,437500,8000,10000,,1.666666,1.666666
"600-40E.tif",200000,437500,210000,450000,8000,10000,,1.666666,1.666666
"600-40F.tif",210000,437500,220000,450000,8000,10000,,1.666666,1.666666
"600-40G.tif",200000,425000,210000,437500,8000,10000,,1.666666,1.666666
"600-40H.tif",210000,425000,220000,437500,8000,10000,,1.666666,1.666666
"600-41A.tif",220000,437500,230000,450000,8000,10000,,1.666666,1.666666
"600-41B.tif",230000,437500,240000,450000,8000,10000,,1.666666,1.666666
"600-41C.tif",220000,425000,230000,437500,8000,10000,,1.666666,1.666666
"600-41D.tif",230000,425000,240000,437500,8000,10000,,1.666666,1.666666
"600-41E.tif",240000,437500,250000,450000,8000,10000,,1.666666,1.666666
"600-41F.tif",250000,437500,260000,450000,8000,10000,,1.666666,1.666666
"600-41G.tif",240000,425000,250000,437500,8000,10000,,1.666666,1.666666
"600-41H.tif",250000,425000,260000,437500,8000,10000,,1.666666,1.666666
"600-42A.tif",260000,437500,270000,450000,8000,10000,,1.666666,1.666666
"600-42B.tif",270000,437500,280000,450000,8000,10000,,1.666666,1.666666
"600-42C.tif",260000,425000,270000,437500,8000,10000,,1.666666,1.666666
"600-42D.tif",270000,425000,280000,437500,8000,10000,,1.666666,1.666666
"600-43A.tif",60000,412500,70000,425000,8000,10000,,1.666666,1.666666
"600-43B.tif",70000,412500,80000,425000,8000,10000,,1.666666,1.666666
"600-43C.tif",60000,400000,70000,412500,8000,10000,,1.666666,1.666666
"600-43D.tif",70000,400000,80000,412500,8000,10000,,1.666666,1.666666
"600-43E.tif",80000,412500,90000,425000,8000,10000,,1.666666,1.666666
"600-43F.tif",90000,412500,100000,425000,8000,10000,,1.666666,1.666666
"600-43G.tif",80000,400000,90000,412500,8000,10000,,1.666666,1.666666
"600-43H.tif",90000,400000,100000,412500,8000,10000,,1.666666,1.666666
"600-44A.tif",100000,412500,110000,425000,8000,10000,,1.666666,1.666666
"600-44B.tif",110000,412500,120000,425000,8000,10000,,1.666666,1.666666
"600-44C.tif",100000,400000,110000,412500,8000,10000,,1.666666,1.666666
"600-44D.tif",110000,400000,120000,412500,8000,10000,,1.666666,1.666666
"600-44E.tif",120000,412500,130000,425000,8000,10000,,1.666666,1.666666
"600-44F.tif",130000,412500,140000,425000,8000,10000,,1.666666,1.666666
"600-44G.tif",120000,400000,130000,412500,8000,10000,,1.666666,1.666666
"600-44H.tif",130000,400000,140000,412500,8000,10000,,1.666666,1.666666
"600-45A.tif",140000,412500,150000,425000,8000,10000,,1.666666,1.666666
"600-45B.tif",150000,412500,160000,425000,8000,10000,,1.666666,1.666666
"600-45C.tif",140000,400000,150000,412500,8000,10000,,1.666666,1.666666
"600-45D.tif",150000,400000,160000,412500,8000,10000,,1.666666,1.666666
"600-45E.tif",160000,412500,170000,425000,8000,10000,,1.666666,1.666666
"600-45F.tif",170000,412500,180000,425000,8000,10000,,1.666666,1.666666
"600-45G.tif",160000,400000,170000,412500,8000,10000,,1.666666,1.666666
"600-45H.tif",170000,400000,180000,412500,8000,10000,,1.666666,1.666666
"600-46A.tif",180000,412500,190000,425000,8000,10000,,1.666666,1.666666
"600-46B.tif",190000,412500,200000,425000,8000,10000,,1.666666,1.666666
"600-46C.tif",180000,400000,190000,412500,8000,10000,,1.666666,1.666666
"600-46D.tif",190000,400000,200000,412500,8000,10000,,1.666666,1.666666
"600-46E.tif",200000,412500,210000,425000,8000,10000,,1.666666,1.666666
"600-46F.tif",210000,412500,220000,425000,8000,10000,,1.666666,1.666666
"600-46G.tif",200000,400000,210000,412500,8000,10000,,1.666666,1.666666
"600-46H.tif",210000,400000,220000,412500,8000,10000,,1.666666,1.666666
"600-47A.tif",220000,412500,230000,425000,8000,10000,,1.666666,1.666666
"600-47B.tif",230000,412500,240000,425000,8000,10000,,1.666666,1.666666
"600-47C.tif",220000,400000,230000,412500,8000,10000,,1.666666,1.666666
"600-47D.tif",230000,400000,240000,412500,8000,10000,,1.666666,1.666666
"600-49A.tif",60000,387500,70000,400000,8000,10000,,1.666666,1.666666
"600-49B.tif",70000,387500,80000,400000,8000,10000,,1.666666,1.666666
"600-49C.tif",60000,375000,70000,387500,8000,10000,,1.666666,1.666666
"600-49D.tif",70000,375000,80000,387500,8000,10000,,1.666666,1.666666
"600-49E.tif",80000,387500,90000,400000,8000,10000,,1.666666,1.666666
"600-49F.tif",90000,387500,100000,400000,8000,10000,,1.666666,1.666666
"600-49G.tif",80000,375000,90000,387500,8000,10000,,1.666666,1.666666
"600-49H.tif",90000,375000,100000,387500,8000,10000,,1.666666,1.666666
"600-50A.tif",100000,387500,110000,400000,8000,10000,,1.666666,1.666666
"600-50B.tif",110000,387500,120000,400000,8000,10000,,1.666666,1.666666
"600-50C.tif",100000,375000,110000,387500,8000,10000,,1.666666,1.666666
"600-50D.tif",110000,375000,120000,387500,8000,10000,,1.666666,1.666666
"600-50E.tif",120000,387500,130000,400000,8000,10000,,1.666666,1.666666
"600-50F.tif",130000,387500,140000,400000,8000,10000,,1.666666,1.666666
"600-50G.tif",120000,375000,130000,387500,8000,10000,,1.666666,1.666666
"600-50H.tif",130000,375000,140000,387500,8000,10000,,1.666666,1.666666
"600-51A.tif",140000,387500,150000,400000,8000,10000,,1.666666,1.666666
"600-51B.tif",150000,387500,160000,400000,8000,10000,,1.666666,1.666666
